,target,target_country,source,source_country,fee,fee_cleaned,season,transfer_period
20386,Deportivo de La Coruña,Spain,CD Leganés,Spain,"End of loanJun 30, 2017",,2017/2018,Summer
20387,Deportivo de La Coruña,Spain,SC Braga,Portugal,"End of loanJun 30, 2017",,2017/2018,Summer
20388,Deportivo de La Coruña,Spain,Levante UD,Spain,"End of loanJun 30, 2017",,2017/2018,Summer
20389,CD Leganés,Spain,Genoa 1893,Italy,€2.50m,2.5,2017/2018,Summer
20390,CD Leganés,Spain,Athletic Bilbao,Spain,free transfer,0.0,2017/2018,Summer
20391,CD Leganés,Spain,Deportivo Alavés,Spain,free transfer,0.0,2017/2018,Summer
20392,CD Leganés,Spain,SD Eibar,Spain,free transfer,0.0,2017/2018,Summer
20393,CD Leganés,Spain,Watford FC,England,loan transfer,,2017/2018,Summer
20394,CD Leganés,Spain,CD Leganés,Spain,loan transfer,,2017/2018,Summer
20395,CD Leganés,Spain,Real Sociedad,Spain,loan transfer,,2017/2018,Summer
20396,CD Leganés,Spain,Real Betis Balompié,Spain,loan transfer,,2017/2018,Summer
20397,CD Leganés,Spain,Celta de Vigo,Spain,loan transfer,,2017/2018,Summer
20398,Levante UD,Spain,Moreirense FC,Portugal,€2.90m,2.9,2017/2018,Summer
20399,Levante UD,Spain,FC Metz,France,€1.60m,1.6,2017/2018,Summer
20400,Levante UD,Spain,VfB Stuttgart,Germany,€600Th.,0.6,2017/2018,Summer
20401,Levante UD,Spain,SD Eibar,Spain,free transfer,0.0,2017/2018,Summer
20402,Levante UD,Spain,Rubin Kazan,Russia,free transfer,0.0,2017/2018,Summer
20403,Levante UD,Spain,Real Betis Balompié,Spain,loan transfer,,2017/2018,Summer
20404,Levante UD,Spain,Villarreal CF,Spain,loan transfer,,2017/2018,Summer
20405,Levante UD,Spain,Torino FC,Italy,loan transfer,,2017/2018,Summer
20406,Levante UD,Spain,SD Eibar,Spain,loan transfer,,2017/2018,Summer
20407,Levante UD,Spain,Deportivo de La Coruña,Spain,loan transfer,,2017/2018,Summer
20408,Levante UD,Spain,Deportivo Alavés,Spain,"End of loanJun 30, 2017",,2017/2018,Summer
20409,Levante UD,Spain,Deportivo Alavés,Spain,"End of loanJun 30, 2017",,2017/2018,Summer
20410,Girona FC,Spain,Athletic Bilbao,Spain,free transfer,0.0,2017/2018,Summer
20411,Girona FC,Spain,CD Leganés,Spain,free transfer,0.0,2017/2018,Summer
20412,Girona FC,Spain,Celta de Vigo,Spain,free transfer,0.0,2017/2018,Summer
20413,Girona FC,Spain,Manchester City,England,loan transfer,,2017/2018,Summer
20414,Girona FC,Spain,Manchester City,England,loan transfer,,2017/2018,Summer
20415,Girona FC,Spain,Manchester City,England,loan transfer,,2017/2018,Summer
20416,Girona FC,Spain,Manchester City,England,loan transfer,,2017/2018,Summer
20417,Girona FC,Spain,Stoke City,England,loan transfer,,2017/2018,Summer
20418,Girona FC,Spain,Manchester City,England,loan transfer,,2017/2018,Summer
20419,Getafe CF,Spain,Atlético de Madrid,Spain,€3.00m,3.0,2017/2018,Summer
20420,Getafe CF,Spain,Real Betis Balompié,Spain,€1.50m,1.5,2017/2018,Summer
20421,Getafe CF,Spain,Real Betis Balompié,Spain,€1.00m,1.0,2017/2018,Summer
20422,Getafe CF,Spain,Real Betis Balompié,Spain,€600Th.,0.6,2017/2018,Summer
20423,Getafe CF,Spain,Deportivo de La Coruña,Spain,free transfer,0.0,2017/2018,Summer
20424,Getafe CF,Spain,Real Madrid,Spain,free transfer,0.0,2017/2018,Summer
20425,Getafe CF,Spain,Arsenal FC,England,loan transfer,,2017/2018,Summer
20426,Getafe CF,Spain,Swansea City,England,loan transfer,,2017/2018,Summer
20427,Getafe CF,Spain,Real Sociedad,Spain,loan transfer,,2017/2018,Summer
20428,FC Barcelona,Spain,Liverpool FC,England,€135.00m,135.0,2017/2018,Winter
20429,FC Barcelona,Spain,UD Las Palmas,Spain,"End of loanJan 31, 2018",,2017/2018,Winter
20430,Atlético de Madrid,Spain,Chelsea FC,England,€60.00m,60.0,2017/2018,Winter
20431,Atlético de Madrid,Spain,UD Las Palmas,Spain,"End of loanDec 31, 2017",,2017/2018,Winter
20432,Atlético de Madrid,Spain,SC Braga,Portugal,"End of loanDec 31, 2017",,2017/2018,Winter
20433,Sevilla FC,Spain,FC Porto,Portugal,loan transfer,,2017/2018,Winter
20434,Sevilla FC,Spain,Swansea City,England,loan transfer,,2017/2018,Winter
20435,Sevilla FC,Spain,Everton FC,England,loan transfer,,2017/2018,Winter
20436,Villarreal CF,Spain,RCD Espanyol Barcelona,Spain,€1.50m,1.5,2017/2018,Winter
20437,Villarreal CF,Spain,Real Betis Balompié,Spain,"End of loanJan 28, 2018",,2017/2018,Winter
20438,Villarreal CF,Spain,Levante UD,Spain,"End of loanDec 31, 2017",,2017/2018,Winter
20439,Real Sociedad,Spain,AS Roma,Italy,€6.00m,6.0,2017/2018,Winter
20440,Real Sociedad,Spain,Atlético de Madrid,Spain,free transfer,0.0,2017/2018,Winter
20441,Athletic Bilbao,Spain,Real Sociedad,Spain,€32.00m,32.0,2017/2018,Winter
20442,RCD Espanyol Barcelona,Spain,AC Fiorentina,Italy,Loan fee:€200Th.,0.2,2017/2018,Winter
20443,Deportivo Alavés,Spain,Celta de Vigo,Spain,loan transfer,,2017/2018,Winter
20444,Deportivo Alavés,Spain,RCD Espanyol Barcelona,Spain,loan transfer,,2017/2018,Winter
20445,SD Eibar,Spain,Valencia CF,Spain,Loan fee:€400Th.,0.4,2017/2018,Winter
20446,SD Eibar,Spain,RCD Espanyol Barcelona,Spain,free transfer,0.0,2017/2018,Winter
20447,SD Eibar,Spain,FC Girondins Bordeaux,France,loan transfer,,2017/2018,Winter
20448,SD Eibar,Spain,Levante UD,Spain,"End of loanJan 29, 2018",,2017/2018,Winter
20449,Málaga CF,Spain,Rubin Kazan,Russia,free transfer,0.0,2017/2018,Winter
20450,Málaga CF,Spain,Getafe CF,Spain,free transfer,0.0,2017/2018,Winter
20451,Málaga CF,Spain,FC Porto,Portugal,loan transfer,,2017/2018,Winter
20452,Málaga CF,Spain,Levante UD,Spain,loan transfer,,2017/2018,Winter
20453,Málaga CF,Spain,Watford FC,England,loan transfer,,2017/2018,Winter
20454,Valencia CF,Spain,Arsenal FC,England,€14.00m,14.0,2017/2018,Winter
20455,Valencia CF,Spain,Atlético de Madrid,Spain,loan transfer,,2017/2018,Winter
20456,Celta de Vigo,Spain,Torino FC,Italy,loan transfer,,2017/2018,Winter
20457,UD Las Palmas,Spain,1.FSV Mainz 05,Germany,€350Th.,0.35,2017/2018,Winter
20458,UD Las Palmas,Spain,Valencia CF,Spain,loan transfer,,2017/2018,Winter
20459,UD Las Palmas,Spain,CD Feirense,Portugal,loan transfer,,2017/2018,Winter
20460,UD Las Palmas,Spain,SD Eibar,Spain,loan transfer,,2017/2018,Winter
20461,Real Betis Balompié,Spain,Borussia Dortmund,Germany,€10.50m,10.5,2017/2018,Winter
20462,Deportivo de La Coruña,Spain,Athletic Bilbao,Spain,free transfer,0.0,2017/2018,Winter
20463,Deportivo de La Coruña,Spain,Sevilla FC,Spain,free transfer,0.0,2017/2018,Winter
20464,Levante UD,Spain,Rubin Kazan,Russia,Loan fee:€1.00m,1.0,2017/2018,Winter
20465,Levante UD,Spain,FC Schalke 04,Germany,loan transfer,,2017/2018,Winter
20466,Levante UD,Spain,Celta de Vigo,Spain,loan transfer,,2017/2018,Winter
20467,Levante UD,Spain,Hellas Verona,Italy,loan transfer,,2017/2018,Winter
20468,Getafe CF,Spain,Valencia CF,Spain,free transfer,0.0,2017/2018,Winter
20469,Getafe CF,Spain,UD Las Palmas,Spain,loan transfer,,2017/2018,Winter
20470,Getafe CF,Spain,FC Crotone,Italy,loan transfer,,2017/2018,Winter
20471,Athletic Bilbao,Spain,Paris Saint-Germain,France,€24.00m,24.0,2018/2019,Summer
20472,Athletic Bilbao,Spain,SD Eibar,Spain,€3.00m,3.0,2018/2019,Summer
20473,Athletic Bilbao,Spain,SD Eibar,Spain,free transfer,0.0,2018/2019,Summer
20474,Athletic Bilbao,Spain,Rayo Vallecano,Spain,"End of loanJun 30, 2018",,2018/2019,Summer
20475,Athletic Bilbao,Spain,SD Huesca,Spain,"End of loanJun 30, 2018",,2018/2019,Summer
20476,Atlético de Madrid,Spain,AS Monaco,France,€72.00m,72.0,2018/2019,Summer
20477,Atlético de Madrid,Spain,Sporting CP,Portugal,€22.00m,22.0,2018/2019,Summer
20478,Atlético de Madrid,Spain,Villarreal CF,Spain,€20.00m,20.0,2018/2019,Summer
20479,Atlético de Madrid,Spain,AC Milan,Italy,€14.50m,14.5,2018/2019,Summer
20480,Atlético de Madrid,Spain,PSV Eindhoven,Netherlands,€11.00m,11.0,2018/2019,Summer
20481,Atlético de Madrid,Spain,Celta de Vigo,Spain,€7.00m,7.0,2018/2019,Summer
20482,Atlético de Madrid,Spain,Real Betis Balompié,Spain,€1.50m,1.5,2018/2019,Summer
20483,Atlético de Madrid,Spain,Valencia CF,Spain,"End of loanJun 30, 2018",,2018/2019,Summer
20484,Atlético de Madrid,Spain,Rayo Vallecano,Spain,"End of loanJun 30, 2018",,2018/2019,Summer
20485,Atlético de Madrid,Spain,Wolverhampton Wanderers,England,"End of loanJun 30, 2018",,2018/2019,Summer
20486,CD Leganés,Spain,Chelsea FC,England,Loan fee:€800Th.,0.8,2018/2019,Summer
20487,CD Leganés,Spain,Real Madrid,Spain,Loan fee:€600Th.,0.6,2018/2019,Summer
20488,CD Leganés,Spain,Sporting CP,Portugal,Loan fee:€400Th.,0.4,2018/2019,Summer
20489,CD Leganés,Spain,Real Madrid,Spain,loan transfer,,2018/2019,Summer
20490,CD Leganés,Spain,Athletic Bilbao,Spain,loan transfer,,2018/2019,Summer
20491,CD Leganés,Spain,Southampton FC,England,loan transfer,,2018/2019,Summer
20492,CD Leganés,Spain,Athletic Bilbao,Spain,loan transfer,,2018/2019,Summer
20493,Deportivo Alavés,Spain,Celta de Vigo,Spain,€4.00m,4.0,2018/2019,Summer
20494,Deportivo Alavés,Spain,Real Betis Balompié,Spain,free transfer,0.0,2018/2019,Summer
20495,Deportivo Alavés,Spain,Villarreal CF,Spain,free transfer,0.0,2018/2019,Summer
20496,Deportivo Alavés,Spain,Real Betis Balompié,Spain,loan transfer,,2018/2019,Summer
20497,FC Barcelona,Spain,FC Girondins Bordeaux,France,€41.00m,41.0,2018/2019,Summer
20498,FC Barcelona,Spain,Sevilla FC,Spain,€35.90m,35.9,2018/2019,Summer
20499,FC Barcelona,Spain,Bayern Munich,Germany,€18.00m,18.0,2018/2019,Summer
20500,FC Barcelona,Spain,Watford FC,England,"End of loanJun 30, 2018",,2018/2019,Summer
20501,FC Barcelona,Spain,Inter Milan,Italy,"End of loanJun 30, 2018",,2018/2019,Summer
20502,FC Barcelona,Spain,Deportivo Alavés,Spain,"End of loanJun 30, 2018",,2018/2019,Summer
20503,FC Barcelona,Spain,SL Benfica,Portugal,"End of loanJun 30, 2018",,2018/2019,Summer
20504,FC Barcelona,Spain,OGC Nice,France,"End of loanJun 30, 2018",,2018/2019,Summer
20505,Getafe CF,Spain,Valencia CF,Spain,€10.00m,10.0,2018/2019,Summer
20506,Getafe CF,Spain,SD Eibar,Spain,€4.00m,4.0,2018/2019,Summer
20507,Getafe CF,Spain,Sevilla FC,Spain,€3.00m,3.0,2018/2019,Summer
20508,Getafe CF,Spain,Getafe CF,Spain,free transfer,0.0,2018/2019,Summer
20509,Getafe CF,Spain,Real Valladolid CF,Spain,free transfer,0.0,2018/2019,Summer
20510,Getafe CF,Spain,Real Sociedad,Spain,free transfer,0.0,2018/2019,Summer
20511,Getafe CF,Spain,Getafe CF,Spain,free transfer,0.0,2018/2019,Summer
20512,Getafe CF,Spain,AC Fiorentina,Italy,loan transfer,,2018/2019,Summer
20513,Getafe CF,Spain,Watford FC,England,loan transfer,,2018/2019,Summer
20514,Getafe CF,Spain,Rayo Vallecano,Spain,"End of loanJun 30, 2018",,2018/2019,Summer
20515,Girona FC,Spain,Rayo Vallecano,Spain,€5.00m,5.0,2018/2019,Summer
20516,Girona FC,Spain,Sporting CP,Portugal,free transfer,0.0,2018/2019,Summer
20517,Girona FC,Spain,Manchester City,England,loan transfer,,2018/2019,Summer
20518,Levante UD,Spain,SC Braga,Portugal,€8.90m,8.9,2018/2019,Summer
20519,Levante UD,Spain,Real Madrid,Spain,Loan fee:€2.00m,2.0,2018/2019,Summer
20520,Levante UD,Spain,FC Schalke 04,Germany,€1.50m,1.5,2018/2019,Summer
20521,Levante UD,Spain,Rubin Kazan,Russia,€1.40m,1.4,2018/2019,Summer
20522,Levante UD,Spain,Stade Rennais FC,France,free transfer,0.0,2018/2019,Summer
20523,Celta de Vigo,Spain,Rayo Vallecano,Spain,€8.00m,8.0,2018/2019,Summer
20524,Celta de Vigo,Spain,SD Eibar,Spain,free transfer,0.0,2018/2019,Summer
20525,Celta de Vigo,Spain,Southampton FC,England,loan transfer,,2018/2019,Summer
20526,Celta de Vigo,Spain,LOSC Lille,France,loan transfer,,2018/2019,Summer
20527,Celta de Vigo,Spain,Levante UD,Spain,"End of loanJun 30, 2018",,2018/2019,Summer
20528,Celta de Vigo,Spain,Deportivo Alavés,Spain,"End of loanJun 30, 2018",,2018/2019,Summer
20529,Celta de Vigo,Spain,CD Leganés,Spain,"End of loanJun 30, 2018",,2018/2019,Summer
20530,RCD Espanyol Barcelona,Spain,Celta de Vigo,Spain,€10.00m,10.0,2018/2019,Summer
20531,RCD Espanyol Barcelona,Spain,Olympique Lyon,France,€8.00m,8.0,2018/2019,Summer
20532,RCD Espanyol Barcelona,Spain,Rubin Kazan,Russia,free transfer,0.0,2018/2019,Summer
20533,RCD Espanyol Barcelona,Spain,Deportivo Alavés,Spain,"End of loanJun 30, 2018",,2018/2019,Summer
20534,Real Betis Balompié,Spain,Sporting CP,Portugal,€16.00m,16.0,2018/2019,Summer
20535,Real Betis Balompié,Spain,Paris Saint-Germain,France,Loan fee:€3.00m,3.0,2018/2019,Summer
20536,Real Betis Balompié,Spain,Everton FC,England,free transfer,0.0,2018/2019,Summer
20537,Real Betis Balompié,Spain,RCD Espanyol Barcelona,Spain,free transfer,0.0,2018/2019,Summer
20538,Real Betis Balompié,Spain,Real Sociedad,Spain,free transfer,0.0,2018/2019,Summer
20539,Real Betis Balompié,Spain,SD Eibar,Spain,free transfer,0.0,2018/2019,Summer
20540,Real Betis Balompié,Spain,CD Leganés,Spain,"End of loanJun 30, 2018",,2018/2019,Summer
20541,Real Betis Balompié,Spain,AC Fiorentina,Italy,"End of loanJun 30, 2018",,2018/2019,Summer
20542,Real Betis Balompié,Spain,Levante UD,Spain,"End of loanJun 30, 2018",,2018/2019,Summer
20543,Real Madrid,Spain,Chelsea FC,England,€35.00m,35.0,2018/2019,Summer
20544,Real Madrid,Spain,Real Sociedad,Spain,€32.00m,32.0,2018/2019,Summer
20545,Real Madrid,Spain,Olympique Lyon,France,€21.50m,21.5,2018/2019,Summer
20546,Real Madrid,Spain,Eintracht Frankfurt,Germany,€4.00m,4.0,2018/2019,Summer
20547,Real Madrid,Spain,Sporting CP,Portugal,"End of loanJun 30, 2018",,2018/2019,Summer
20548,Real Madrid,Spain,SC Freiburg,Germany,"End of loanJun 30, 2018",,2018/2019,Summer
20549,Real Madrid,Spain,SC Heerenveen,Netherlands,"End of loanJun 30, 2018",,2018/2019,Summer
20550,Real Sociedad,Spain,Newcastle United,England,€12.00m,12.0,2018/2019,Summer
20551,Real Sociedad,Spain,Everton FC,England,loan transfer,,2018/2019,Summer
20552,Real Sociedad,Spain,Real Madrid,Spain,loan transfer,,2018/2019,Summer
20553,Real Sociedad,Spain,Getafe CF,Spain,"End of loanJun 30, 2018",,2018/2019,Summer
20554,Real Sociedad,Spain,CD Leganés,Spain,"End of loanJun 30, 2018",,2018/2019,Summer
20555,Real Sociedad,Spain,Deportivo Alavés,Spain,"End of loanJun 30, 2018",,2018/2019,Summer
20556,SD Eibar,Spain,1.FSV Mainz 05,Germany,€2.00m,2.0,2018/2019,Summer
20557,SD Eibar,Spain,Valencia CF,Spain,€2.00m,2.0,2018/2019,Summer
20558,SD Eibar,Spain,FC Barcelona,Spain,loan transfer,,2018/2019,Summer
20559,SD Eibar,Spain,FC Barcelona,Spain,loan transfer,,2018/2019,Summer
20560,SD Eibar,Spain,Rayo Vallecano,Spain,"End of loanJun 30, 2018",,2018/2019,Summer
20561,SD Eibar,Spain,Real Valladolid CF,Spain,"End of loanJun 30, 2018",,2018/2019,Summer
20562,Sevilla FC,Spain,Spartak Moscow,Russia,€21.00m,21.0,2018/2019,Summer
20563,Sevilla FC,Spain,LOSC Lille,France,€14.40m,14.4,2018/2019,Summer
20564,Sevilla FC,Spain,Stade Rennais FC,France,€13.50m,13.5,2018/2019,Summer
20565,Sevilla FC,Spain,FC Barcelona,Spain,€9.30m,9.3,2018/2019,Summer
20566,Sevilla FC,Spain,Celta de Vigo,Spain,€5.50m,5.5,2018/2019,Summer
20567,Sevilla FC,Spain,AC Milan,Italy,Loan fee:€3.80m,3.8,2018/2019,Summer
20568,Sevilla FC,Spain,AS Roma,Italy,loan transfer,,2018/2019,Summer
20569,Valencia CF,Spain,Paris Saint-Germain,France,€40.00m,40.0,2018/2019,Summer
20570,Valencia CF,Spain,Inter Milan,Italy,€22.00m,22.0,2018/2019,Summer
20571,Valencia CF,Spain,Atlético de Madrid,Spain,€16.00m,16.0,2018/2019,Summer
20572,Valencia CF,Spain,Olympique Lyon,France,€15.00m,15.0,2018/2019,Summer
20573,Valencia CF,Spain,Inter Milan,Italy,€12.00m,12.0,2018/2019,Summer
20574,Valencia CF,Spain,Sporting CP,Portugal,€8.00m,8.0,2018/2019,Summer
20575,Valencia CF,Spain,Celta de Vigo,Spain,€6.00m,6.0,2018/2019,Summer
20576,Valencia CF,Spain,Chelsea FC,England,Loan fee:€3.00m,3.0,2018/2019,Summer
20577,Valencia CF,Spain,Villarreal CF,Spain,loan transfer,,2018/2019,Summer
20578,Valencia CF,Spain,SD Eibar,Spain,"End of loanJun 30, 2018",,2018/2019,Summer
20579,Valencia CF,Spain,Deportivo Alavés,Spain,"End of loanJun 30, 2018",,2018/2019,Summer
20580,Valencia CF,Spain,SS Lazio,Italy,"End of loanJun 30, 2018",,2018/2019,Summer
20581,Valencia CF,Spain,Inter Milan,Italy,"End of loanJun 30, 2018",,2018/2019,Summer
20582,Villarreal CF,Spain,RCD Espanyol Barcelona,Spain,€20.00m,20.0,2018/2019,Summer
20583,Villarreal CF,Spain,Angers SCO,France,€18.00m,18.0,2018/2019,Summer
20584,Villarreal CF,Spain,Everton FC,England,€9.00m,9.0,2018/2019,Summer
20585,Villarreal CF,Spain,AC Milan,Italy,€7.00m,7.0,2018/2019,Summer
20586,Villarreal CF,Spain,FC Porto,Portugal,€4.00m,4.0,2018/2019,Summer
20587,Villarreal CF,Spain,Arsenal FC,England,free transfer,0.0,2018/2019,Summer
20588,Villarreal CF,Spain,Wolverhampton Wanderers,England,"End of loanJun 30, 2018",,2018/2019,Summer
20589,Villarreal CF,Spain,Deportivo Alavés,Spain,"End of loanJun 30, 2018",,2018/2019,Summer
20590,SD Huesca,Spain,Athletic Bilbao,Spain,loan transfer,,2018/2019,Summer
20591,SD Huesca,Spain,FC Schalke 04,Germany,loan transfer,,2018/2019,Summer
20592,SD Huesca,Spain,Atlético de Madrid,Spain,loan transfer,,2018/2019,Summer
20593,SD Huesca,Spain,Inter Milan,Italy,loan transfer,,2018/2019,Summer
20594,SD Huesca,Spain,Villarreal CF,Spain,loan transfer,,2018/2019,Summer
20595,Rayo Vallecano,Spain,Real Madrid,Spain,Loan fee:€1.00m,1.0,2018/2019,Summer
20596,Rayo Vallecano,Spain,SD Eibar,Spain,€750Th.,0.75,2018/2019,Summer
20597,Rayo Vallecano,Spain,Getafe CF,Spain,€500Th.,0.5,2018/2019,Summer
20598,Rayo Vallecano,Spain,CD Leganés,Spain,free transfer,0.0,2018/2019,Summer
20599,Rayo Vallecano,Spain,Atlético de Madrid,Spain,free transfer,0.0,2018/2019,Summer
20600,Rayo Vallecano,Spain,SD Eibar,Spain,free transfer,0.0,2018/2019,Summer
20601,Rayo Vallecano,Spain,Real Betis Balompié,Spain,loan transfer,,2018/2019,Summer
20602,Rayo Vallecano,Spain,Valencia CF,Spain,loan transfer,,2018/2019,Summer
20603,Rayo Vallecano,Spain,Girona FC,Spain,"End of loanJun 30, 2018",,2018/2019,Summer
20604,Real Valladolid CF,Spain,Girona FC,Spain,€1.00m,1.0,2018/2019,Summer
20605,Real Valladolid CF,Spain,SD Eibar,Spain,loan transfer,,2018/2019,Summer
20606,Real Valladolid CF,Spain,Villarreal CF,Spain,loan transfer,,2018/2019,Summer
20607,Real Valladolid CF,Spain,Villarreal CF,Spain,loan transfer,,2018/2019,Summer
20608,Real Valladolid CF,Spain,AS Roma,Italy,loan transfer,,2018/2019,Summer
20609,Real Valladolid CF,Spain,Levante UD,Spain,loan transfer,,2018/2019,Summer
20610,Athletic Bilbao,Spain,Deportivo Alavés,Spain,€4.00m,4.0,2018/2019,Winter
20611,Atlético de Madrid,Spain,Chelsea FC,England,Loan fee:€18.00m,18.0,2018/2019,Winter
20612,Atlético de Madrid,Spain,SD Huesca,Spain,"End of loanJan 30, 2019",,2018/2019,Winter
20613,Atlético de Madrid,Spain,Wolverhampton Wanderers,England,"End of loanJan 30, 2019",,2018/2019,Winter
20614,Deportivo Alavés,Spain,Real Betis Balompié,Spain,loan transfer,,2018/2019,Winter
20615,Deportivo Alavés,Spain,Valencia CF,Spain,loan transfer,,2018/2019,Winter
20616,FC Barcelona,Spain,Valencia CF,Spain,Loan fee:€1.20m,1.2,2018/2019,Winter
20617,FC Barcelona,Spain,FC Toulouse,France,€1.00m,1.0,2018/2019,Winter
20618,FC Barcelona,Spain,US Sassuolo,Italy,Loan fee:€1.00m,1.0,2018/2019,Winter
20619,Girona FC,Spain,CD Leganés,Spain,free transfer,0.0,2018/2019,Winter
20620,Levante UD,Spain,Valencia CF,Spain,loan transfer,,2018/2019,Winter
20621,Levante UD,Spain,Real Valladolid CF,Spain,"End of loanJan 30, 2019",,2018/2019,Winter
20622,Celta de Vigo,Spain,Southampton FC,England,loan transfer,,2018/2019,Winter
20623,Celta de Vigo,Spain,Real Betis Balompié,Spain,loan transfer,,2018/2019,Winter
20624,RCD Espanyol Barcelona,Spain,SL Benfica,Portugal,Loan fee:€2.20m,2.2,2018/2019,Winter
20625,RCD Espanyol Barcelona,Spain,SL Benfica,Portugal,Loan fee:€400Th.,0.4,2018/2019,Winter
20626,Real Betis Balompié,Spain,FC Barcelona,Spain,€6.00m,6.0,2018/2019,Winter
20627,Real Betis Balompié,Spain,Paris Saint-Germain,France,loan transfer,,2018/2019,Winter
20628,Real Betis Balompié,Spain,Rayo Vallecano,Spain,"End of loanJan 30, 2019",,2018/2019,Winter
20629,Real Madrid,Spain,Manchester City,England,€17.00m,17.0,2018/2019,Winter
20630,Sevilla FC,Spain,FC Barcelona,Spain,€1.05m,1.05,2018/2019,Winter
20631,Sevilla FC,Spain,SSC Napoli,Italy,Loan fee:€500Th.,0.5,2018/2019,Winter
20632,Sevilla FC,Spain,Ajax Amsterdam,Netherlands,loan transfer,,2018/2019,Winter
20633,Sevilla FC,Spain,Amiens SC,France,"End of loanJan 30, 2019",,2018/2019,Winter
20634,Valencia CF,Spain,Deportivo Alavés,Spain,€5.00m,5.0,2018/2019,Winter
20635,Valencia CF,Spain,Celta de Vigo,Spain,loan transfer,,2018/2019,Winter
20636,Villarreal CF,Spain,Leicester City,England,€10.00m,10.0,2018/2019,Winter
